PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,Label
6,1.0,261,5,469,7,24,24,24,0,0,0,31,32,89,52,52,89,708.0,711.0,74,1,89,1,4656000,4584000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0
6,0.0,424,8,8824,12,27,19,27,0,0,0,31,32,1500,52,52,1500,424.0,8824.0,0,0,4252,3,3392000,70592000,14,0,0,0,6,10136,5792,0,0,0,0,0,0.0,0
6,0.0,3614,60,47774,62,27,27,27,0,0,0,31,32,1352,52,52,1352,3614.0,47774.0,555,6,23467,23,28912000,382192000,86,0,0,6,30,39096,14480,11008,43,0,0,0,0.0,0
17,0.0,132,2,164,2,0,0,0,0,0,0,31,31,82,66,66,82,132.0,164.0,0,0,0,0,1056000,1312000,4,0,0,0,0,0,0,0,0,179,1,60,0.0,0
6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,3648000,3480000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0
17,0.0,536,4,304,4,0,0,0,0,0,0,31,32,152,52,52,152,536.0,304.0,0,0,0,0,4288000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0
6,7.0,16914,316,1087890,746,27,27,27,0,0,0,31,32,1500,52,52,1500,16914.0,1087890.0,289,1,543733,369,135312000,113185408,322,0,20,0,720,65160,7240,8448,33,0,0,0,0.0,0
6,0.0,3302,54,35400,56,27,27,27,0,0,0,31,32,1352,52,52,1352,3302.0,35400.0,555,6,17280,20,26416000,283200000,80,6,0,0,24,34752,14480,11008,43,0,0,0,0.0,0
6,0.0,3390,56,42080,58,27,27,27,0,0,0,31,32,1352,52,52,1352,3390.0,42080.0,547,6,20620,21,27120000,336640000,82,0,0,4,28,36200,14480,8960,35,0,0,0,0.0,0
6,0.0,3182,52,35916,54,27,27,27,0,0,0,31,32,1352,52,52,1352,3182.0,35916.0,547,6,17538,19,25456000,287328000,78,0,4,0,24,33304,14480,8960,35,0,0,0,0.0,0
6,1.0,1493,27,2056,29,24,24,24,0,0,0,31,32,106,52,52,106,1940.0,2298.0,378,6,611,7,9544000,10784000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,8378,1,60,0.0,0
6,0.0,2230,34,15236,36,27,27,27,0,0,0,31,32,1352,52,52,1352,2230.0,15236.0,539,6,7198,10,17840000,121888000,58,2,0,0,10,20272,14480,6912,27,0,0,0,0.0,0
6,0.0,2736,26,2488,26,27,27,27,0,0,0,31,32,280,52,52,280,2736.0,2488.0,948,5,824,5,21888000,19904000,34,16,2,0,0,14480,14480,46080,180,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,51779,1,60,0.0,0
6,0.0,4632,28,3080,30,27,27,27,0,0,0,31,32,948,52,52,948,4632.0,3080.0,1896,6,1068,6,37056000,24640000,36,18,2,2,0,14480,14480,26624,104,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,48338,1,60,0.0,0
6,7.0,1684,14,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,13472000,81344000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0
6,0.0,13662,238,548216,438,27,27,27,4294952,15,15,31,32,1500,52,52,1500,13662.0,548216.0,1679,20,272908,196,6824000,274104000,288,0,4,32,352,65160,34752,36608,143,0,0,0,0.0,0
6,0.0,3182,52,35198,54,27,27,27,0,0,0,31,32,1352,52,52,1352,3182.0,35198.0,547,6,17179,19,25456000,281584000,78,4,0,0,24,33304,14480,8960,35,0,0,0,0.0,0
6,0.0,2662,42,24108,48,27,27,27,0,0,0,31,32,1352,52,52,1352,2662.0,24108.0,547,6,11582,15,21296000,192864000,70,4,0,0,16,27512,14480,8960,35,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,59364,1,60,0.0,0
6,0.0,424,8,8824,12,27,19,27,0,0,0,31,32,1500,52,52,1500,424.0,8824.0,0,0,4252,3,3392000,70592000,14,0,0,0,6,10136,5792,0,0,0,0,0,0.0,0
6,7.0,1684,14,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,13472000,81344000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0
6,0.0,1540,16,1644,18,27,27,27,0,0,0,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,12320000,13152000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,58262,1,60,0.0,0
6,1.0,1031,19,1474,21,24,24,24,0,0,0,31,32,106,52,52,106,1478.0,1716.0,251,4,437,5,7544000,8240000,51,0,0,0,0,14480,13032,64256,251,0,0,0,230.0,0
6,0.0,2128,26,4312,24,27,27,27,0,0,0,31,32,1097,52,52,1097,2128.0,4312.0,644,5,1788,5,17024000,34496000,44,0,4,0,2,13032,13032,33792,132,0,0,0,0.0,0
6,0.0,36346,652,1641360,1278,27,27,27,4294904,63,63,31,32,1500,52,52,1500,36346.0,1641360.0,4025,54,817712,582,4536000,205168000,774,0,4,96,1056,65160,65160,47360,185,0,0,0,0.0,0
6,0.0,2438,38,18678,40,27,27,27,0,0,0,31,32,1352,52,52,1352,2438.0,18678.0,539,6,8919,12,19504000,149424000,64,0,2,0,12,23168,14480,6912,27,0,0,0,0.0,0
6,1.0,481,9,750,11,24,24,24,0,0,0,31,32,94,52,52,94,928.0,992.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0
6,0.0,8928,14,424,8,27,27,19,0,0,0,31,32,1500,52,52,1500,8928.0,424.0,4252,3,0,0,71424000,3392000,16,0,0,0,6,5792,10136,39936,156,0,0,0,0.0,0
6,0.0,1540,16,1644,18,27,27,27,0,0,0,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,12320000,13152000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,34826,1,60,0.0,0
6,0.0,1036,12,2262,12,27,27,27,0,0,0,31,32,829,52,52,829,1036.0,2262.0,358,3,971,3,8288000,18096000,20,2,0,2,0,10136,10136,26112,102,0,0,0,0.0,0
6,1.0,261,5,469,7,24,24,24,0,0,0,31,32,89,52,52,89,708.0,711.0,74,1,89,1,4656000,4584000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0
6,92.0,12472,70,12716,60,27,27,27,0,0,0,31,32,1012,52,52,1012,12472.0,12716.0,5244,16,5626,16,99776000,101728000,96,10,6,18,0,28960,28960,31744,124,0,0,0,0.0,0
6,7.0,1580,12,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1580.0,10168.0,578,2,4820,4,12640000,81344000,18,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0
6,0.0,1540,16,1644,18,27,27,27,0,0,0,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,12320000,13152000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0
17,0.0,132,1,0,0,0,0,0,0,0,0,0,0,132,132,0,132,132.0,0.0,0,0,0,0,1056000,0,0,1,0,0,0,0,0,0,0,19715,255,10705,0.0,0
17,0.0,520,4,304,4,0,0,0,0,0,0,31,32,144,52,52,144,520.0,304.0,0,0,0,0,4160000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0
6,1.0,2487,45,3500,50,25,25,25,0,0,0,31,32,106,52,52,106,2934.0,3742.0,563,9,1126,13,13736000,16336000,106,0,0,0,0,26064,20272,13056,51,0,0,0,0.0,0
6,0.0,3302,54,35712,56,27,27,27,0,0,0,31,32,1352,52,52,1352,3302.0,35712.0,555,6,17436,20,26416000,285696000,78,8,0,0,24,34752,14480,11008,43,0,0,0,0.0,0
6,0.0,3390,56,42634,58,27,27,27,0,0,0,31,32,1352,52,52,1352,3390.0,42634.0,547,6,20897,21,27120000,341072000,82,0,0,4,28,36200,14480,8960,35,0,0,0,0.0,0
6,7.0,1684,14,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,13472000,81344000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0
6,1.0,1817,33,2512,35,24,24,24,0,0,0,31,32,106,52,52,106,2264.0,2754.0,436,7,793,9,10616000,12192000,79,0,0,0,0,20272,17376,46080,180,0,0,0,229.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,8379,1,60,0.0,0
6,0.0,18510,326,801344,632,27,27,27,4294936,31,31,31,32,1500,52,52,1500,18510.0,801344.0,2231,28,399056,285,4624000,200336000,392,0,4,48,514,65160,46336,46848,183,0,0,0,0.0,0
6,0.0,2558,40,23320,42,27,27,27,0,0,0,31,32,1352,52,52,1352,2558.0,23320.0,547,6,11240,13,20464000,186560000,66,0,0,0,16,24616,14480,8960,35,0,0,0,0.0,0
6,0.0,4014,68,59460,70,27,27,27,0,0,0,31,32,1352,52,52,1352,4014.0,59460.0,547,6,29310,27,32112000,475680000,94,0,0,4,40,44888,14480,8960,35,0,0,0,0.0,0
6,0.0,1470,22,1728,14,27,27,27,0,0,0,31,32,510,52,52,510,1470.0,1728.0,367,4,652,3,11760000,13824000,32,2,2,0,0,10136,11584,28416,111,0,0,0,0.0,0
6,1.0,701,13,1054,15,24,24,24,0,0,0,31,32,106,52,52,106,1148.0,1296.0,190,3,266,3,400000,424000,39,0,0,0,0,11584,11584,48640,190,0,0,0,125.0,0
6,0.0,1920,22,4312,24,27,27,27,0,0,0,31,32,1097,52,52,1097,1920.0,4312.0,644,5,1788,5,15360000,34496000,40,0,4,0,2,13032,13032,33792,132,0,0,0,0.0,0
6,1.0,481,9,750,11,24,24,24,0,0,0,31,32,94,52,52,94,928.0,992.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0
6,1.0,2383,43,3234,45,24,24,24,0,0,0,31,32,106,52,52,106,2830.0,3476.0,563,9,1068,12,12760000,14984000,99,0,0,0,0,24616,20272,13056,51,0,0,0,221.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,39234,1,60,0.0,0
6,0.0,12934,224,548216,438,27,27,27,0,0,0,31,32,1500,52,52,1500,12934.0,548216.0,1679,20,272908,196,103472000,90760704,274,0,4,32,352,65160,34752,36608,143,0,0,0,0.0,0
6,4.0,7818,122,15470,126,27,27,27,0,0,0,31,32,1500,52,52,1500,7818.0,15470.0,2241,29,6067,31,62544000,123760000,222,16,6,2,2,50680,47784,49408,193,0,0,0,0.0,0
6,0.0,8928,14,320,6,27,27,19,0,0,0,31,32,1500,52,52,1500,8928.0,320.0,4252,3,0,0,71424000,2560000,14,0,0,0,6,5792,10136,39936,156,0,0,0,0.0,0
6,7.0,1684,14,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,13472000,81344000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0
17,0.0,568,4,312,4,0,0,0,0,0,0,31,32,142,76,76,142,568.0,312.0,0,0,0,0,4544000,2496000,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0
6,0.0,4862,84,77300,86,27,27,27,0,0,0,31,32,1352,52,52,1352,4862.0,77300.0,555,6,38230,35,38896000,618400000,110,0,6,0,54,56472,14480,11008,43,0,0,0,0.0,0
6,0.0,2854,46,27626,44,27,27,27,0,0,0,31,32,1352,52,52,1352,2854.0,27626.0,539,6,13445,15,22832000,221008000,70,0,0,2,18,27512,14480,6912,27,0,0,0,0.0,0
6,1.0,2059,37,2816,39,24,24,24,0,0,0,31,32,106,52,52,106,2506.0,3058.0,505,8,887,10,11664000,13552000,87,0,0,0,0,21720,18824,63744,249,0,0,0,125.0,0
17,0.0,568,4,304,4,0,0,0,0,0,0,31,32,142,76,76,142,568.0,304.0,0,0,0,0,4544000,2432000,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0
6,1.0,261,5,469,7,24,24,24,0,0,0,31,32,89,52,52,89,708.0,711.0,74,1,89,1,4656000,4584000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0
6,0.0,2054,22,2478,24,27,27,27,0,0,0,31,32,433,52,52,433,2054.0,2478.0,711,5,871,5,16432000,19824000,38,4,4,0,0,13032,13032,50944,199,0,0,0,0.0,0
6,0.0,3614,60,45800,64,27,27,27,0,0,0,31,32,1352,52,52,1352,3614.0,45800.0,555,6,22428,23,28912000,366400000,88,0,0,6,30,39096,14480,11008,43,0,0,0,0.0,0
6,1.0,481,9,749,11,24,24,24,0,0,0,31,32,93,52,52,93,928.0,991.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0
6,7.0,18474,346,1087890,746,27,27,27,0,0,0,31,32,1500,52,52,1500,18474.0,1087890.0,289,1,543733,369,147792000,113185408,352,0,20,0,720,65160,7240,8448,33,0,0,0,0.0,0
6,0.0,3302,54,40932,56,27,27,27,0,0,0,31,32,1352,52,52,1352,3302.0,40932.0,555,6,20046,20,26416000,327456000,80,0,0,0,30,34752,14480,11008,43,0,0,0,0.0,0
6,0.0,1958,22,2308,24,27,27,27,0,0,0,31,32,485,52,52,485,1958.0,2308.0,663,5,786,5,15664000,18464000,42,0,4,0,0,13032,13032,38656,151,0,0,0,0.0,0
6,0.0,2766,44,24004,46,27,27,27,0,0,0,31,32,1352,52,52,1352,2766.0,24004.0,547,6,11582,15,22128000,192032000,70,4,0,0,16,27512,14480,8960,35,0,0,0,0.0,0
6,1.0,481,9,750,11,24,24,24,0,0,0,31,32,94,52,52,94,928.0,992.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0
6,0.0,4550,78,67380,80,27,27,27,0,0,0,31,32,1352,52,52,1352,4550.0,67380.0,555,6,33270,32,36400000,539040000,110,0,0,0,48,52128,14480,11008,43,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,44913,1,60,0.0,0
6,0.0,4654,80,69056,80,27,27,27,0,0,0,31,32,1352,52,52,1352,4654.0,69056.0,555,6,34108,32,37232000,552448000,104,2,6,0,48,52128,14480,11008,43,0,0,0,0.0,0
6,0.0,3390,56,42312,58,27,27,27,0,0,0,31,32,1352,52,52,1352,3390.0,42312.0,547,6,20736,21,27120000,338496000,82,0,0,4,28,36200,14480,8960,35,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,41304,1,60,0.0,0
6,0.0,5174,90,87824,94,27,27,27,0,0,0,31,32,1352,52,52,1352,5174.0,87824.0,555,6,43440,38,41392000,702592000,118,0,0,6,60,60816,14480,11008,43,0,0,0,0.0,0
6,0.0,8928,14,424,8,27,27,19,0,0,0,31,32,1500,52,52,1500,8928.0,424.0,4252,3,0,0,71424000,3392000,16,0,0,0,6,5792,10136,39936,156,0,0,0,0.0,0
17,0.0,528,4,304,4,0,0,0,0,0,0,31,32,148,52,52,148,528.0,304.0,0,0,0,0,4224000,2432000,6,2,0,0,0,0,0,0,0,0,0,0,0.0,0
6,0.0,1958,22,2308,24,27,27,27,0,0,0,31,32,485,52,52,485,1958.0,2308.0,663,5,786,5,15664000,18464000,42,0,4,0,0,13032,13032,38656,151,0,0,0,0.0,0
6,1.0,261,5,469,7,24,24,24,0,0,0,31,32,89,52,52,89,708.0,711.0,74,1,89,1,4656000,4584000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0
17,0.0,130,2,162,2,0,0,0,0,0,0,31,31,81,65,65,81,130.0,162.0,0,0,0,0,1040000,1296000,4,0,0,0,0,0,0,0,0,16193,1,60,0.0,0
6,4.0,7818,122,15800,126,27,27,27,4294952,15,15,31,32,1500,52,52,1500,7818.0,15800.0,2241,29,6232,31,3904000,7896000,222,16,6,2,2,50680,47784,49408,193,0,0,0,0.0,0
6,0.0,2438,38,20022,42,27,27,27,0,0,0,31,32,1352,52,52,1352,2438.0,20022.0,539,6,9539,12,19504000,160176000,66,0,0,2,12,23168,14480,6912,27,0,0,0,0.0,0
6,0.0,2542,40,23354,42,27,27,27,0,0,0,31,32,1352,52,52,1352,2542.0,23354.0,539,6,11257,13,20336000,186832000,66,0,0,0,16,24616,14480,6912,27,0,0,0,0.0,0
6,0.0,4862,84,82930,86,27,27,27,0,0,0,31,32,1352,52,52,1352,4862.0,82930.0,555,6,41045,35,38896000,663440000,110,0,0,0,60,56472,14480,11008,43,0,0,0,0.0,0
6,0.0,2438,38,20826,40,27,27,27,0,0,0,31,32,1376,52,52,1376,2438.0,20826.0,539,6,9993,12,19504000,166608000,64,0,0,0,14,23168,14480,6912,27,0,0,0,0.0,0
17,0.0,568,4,312,4,0,0,0,0,0,0,31,32,142,76,76,142,568.0,312.0,0,0,0,0,4544000,2496000,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0
6,0.0,320,6,1878,8,27,19,27,0,0,0,31,32,779,52,52,779,320.0,1878.0,0,0,779,1,2560000,15024000,12,0,0,2,0,7240,5792,0,0,0,0,0,0.0,0
6,1.0,1493,27,2056,29,24,24,24,0,0,0,31,32,106,52,52,106,1940.0,2298.0,378,6,611,7,9544000,10784000,67,0,0,0,0,17376,15928,31232,122,0,0,0,125.0,0
6,0.0,1064,12,2260,12,27,27,27,0,0,0,31,32,828,52,52,828,1064.0,2260.0,372,3,970,3,8512000,18080000,20,2,0,2,0,10136,10136,29696,116,0,0,0,0.0,0
6,0.0,3614,60,50036,62,27,27,27,0,0,0,31,32,1352,52,52,1352,3614.0,50036.0,555,6,24598,23,28912000,400288000,86,0,0,0,36,39096,14480,11008,43,0,0,0,0.0,0
17,0.0,568,4,304,4,0,0,0,0,0,0,31,32,142,76,76,142,568.0,304.0,0,0,0,0,4544000,2432000,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,15436,1,60,0.0,0
6,7.0,1684,14,10168,18,27,27,27,4294952,15,15,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,840000,5080000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,52754,1,60,0.0,0
6,0.0,3390,56,41676,58,27,27,27,0,0,0,31,32,1352,52,52,1352,3390.0,41676.0,547,6,20418,21,27120000,333408000,82,0,4,0,28,36200,14480,8960,35,0,0,0,0.0,0
6,0.0,2334,36,16290,38,27,27,27,0,0,0,31,32,1352,52,52,1352,2334.0,16290.0,539,6,7725,11,18672000,130320000,62,0,2,0,10,21720,14480,6912,27,0,0,0,0.0,0
6,1.0,2487,45,3500,50,25,25,25,0,0,0,31,32,106,52,52,106,2934.0,3742.0,563,9,1126,13,13736000,16336000,106,0,0,0,0,26064,20272,13056,51,0,0,0,0.0,0
6,1.0,1251,23,1750,25,24,24,24,0,0,0,31,32,106,52,52,106,1698.0,1992.0,309,5,516,6,8552000,9512000,59,0,0,0,0,15928,14480,13568,53,0,0,0,229.0,0
6,1.0,9,1,193,3,24,24,16,0,0,0,31,32,89,52,52,89,456.0,435.0,0,0,0,0,3648000,3480000,15,0,0,0,0,0,7240,0,0,0,0,0,331.0,0
6,7.0,1684,14,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,13472000,81344000,20,0,6,0,6,10136,8688,16896,66,0,0,0,0.0,0
6,1.0,261,5,469,7,24,24,24,0,0,0,31,32,89,52,52,89,708.0,711.0,74,1,89,1,4656000,4584000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0
6,1.0,2487,45,3500,50,25,25,25,0,0,0,31,32,106,52,52,106,2934.0,3742.0,563,9,1126,13,13736000,16336000,106,0,0,0,0,26064,20272,13056,51,0,0,0,0.0,0
6,92.0,3728,32,5474,24,27,27,27,0,0,0,31,32,900,52,52,900,3728.0,5474.0,1340,6,2421,6,29824000,43792000,42,4,4,6,0,14480,14480,15360,60,0,0,0,0.0,0
6,1.0,481,9,750,11,24,24,24,0,0,0,31,32,94,52,52,94,928.0,992.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0
6,4.0,7818,122,15800,126,27,27,27,0,0,0,31,32,1500,52,52,1500,7818.0,15800.0,2241,29,6232,31,62544000,126400000,222,16,6,2,2,50680,47784,49408,193,0,0,0,0.0,0
6,3.0,37246,52,3380,42,27,27,27,0,0,0,31,32,1500,52,52,1500,37246.0,3380.0,18151,17,958,7,297968000,27040000,66,2,2,0,24,15928,30408,59136,231,0,0,0,0.0,0
6,0.0,2646,42,23966,44,27,27,27,0,0,0,31,32,1352,52,52,1352,2646.0,23966.0,539,6,11563,14,21168000,191728000,68,0,2,0,16,26064,14480,6912,27,0,0,0,0.0,0
6,1.0,1701,31,2408,33,24,24,24,0,0,0,31,32,106,52,52,106,2148.0,2650.0,378,6,793,9,10288000,11976000,75,0,0,0,0,20272,17376,31232,122,0,0,0,229.0,0
6,92.0,12856,130,13410,128,27,27,27,0,0,0,31,32,900,52,52,900,12856.0,13410.0,4812,34,5037,32,102848000,107280000,228,20,4,6,0,52128,55024,52224,204,0,0,0,0.0,0
6,1.0,481,9,750,11,24,24,24,0,0,0,31,32,94,52,52,94,928.0,992.0,132,2,172,2,5576000,5696000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229.0,0
6,0.0,2438,38,18678,40,27,27,27,0,0,0,31,32,1352,52,52,1352,2438.0,18678.0,539,6,8919,12,19504000,149424000,64,0,2,0,12,23168,14480,6912,27,0,0,0,0.0,0
6,4.0,7824,122,15460,126,27,27,27,0,0,0,31,32,1500,52,52,1500,7824.0,15460.0,2244,29,6062,31,62592000,123680000,222,16,6,2,2,50680,47784,50176,196,0,0,0,0.0,0
6,7.0,1684,14,10168,18,27,27,27,0,0,0,31,32,1500,52,52,1500,1684.0,10168.0,578,2,4820,4,13472000,81344000,20,0,6,0,6,11584,8688,16896,66,0,0,0,0.0,0
6,0.0,4488,18,2456,18,27,27,27,0,0,0,31,32,1136,52,52,1136,4488.0,2456.0,2084,6,1068,6,35904000,19648000,14,18,2,0,2,14480,14480,9216,36,0,0,0,0.0,0
6,0.0,1958,22,2308,24,27,27,27,0,0,0,31,32,485,52,52,485,1958.0,2308.0,663,5,786,5,15664000,18464000,42,0,4,0,0,13032,13032,38656,151,0,0,0,0.0,0
17,0.0,568,4,320,4,0,0,0,0,0,0,31,32,142,80,80,142,568.0,320.0,0,0,0,0,4544000,2560000,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0
6,0.0,1272,16,2572,18,27,27,27,0,0,0,31,32,828,52,52,828,1272.0,2572.0,372,3,970,3,10176000,20576000,30,2,0,2,0,10136,10136,29696,116,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,31020,1,60,0.0,0
6,1.0,261,5,469,7,24,24,24,0,0,0,31,32,89,52,52,89,708.0,711.0,74,1,89,1,4656000,4584000,23,0,0,0,0,8688,8688,18944,74,0,0,0,230.0,0
6,0.0,27168,484,1221072,954,27,27,27,4294936,31,31,31,32,1500,52,52,1500,27168.0,1221072.0,3128,41,608244,433,6792000,305264000,578,0,4,70,786,65160,65160,14336,56,0,0,0,0.0,0
17,0.0,568,4,304,4,0,0,0,0,0,0,31,32,142,76,76,142,568.0,304.0,0,0,0,0,4544000,2432000,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0
6,0.0,2766,44,27392,46,27,27,27,0,0,0,31,32,1352,52,52,1352,2766.0,27392.0,547,6,13276,15,22128000,219136000,70,0,0,4,16,27512,14480,8960,35,0,0,0,0.0,0
6,92.0,5928,62,8010,58,27,27,27,0,0,0,31,32,900,52,52,900,5928.0,8010.0,2024,13,3325,16,47424000,64080000,108,2,4,6,0,28960,24616,59392,232,0,0,0,0.0,0
6,0.0,1540,16,1644,18,27,27,27,0,0,0,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,12320000,13152000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0
6,0.0,1540,16,1644,18,27,27,27,0,0,0,31,32,329,52,52,329,1540.0,1644.0,506,3,506,3,12320000,13152000,30,0,4,0,0,10136,10136,64000,250,0,0,0,0.0,0
17,0.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,146.0,178.0,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,24270,1,60,0.0,0
6,0.0,2334,36,16920,38,27,27,27,0,0,0,31,32,1352,52,52,1352,2334.0,16920.0,539,6,8040,11,18672000,135360000,62,0,0,2,10,21720,14480,6912,27,0,0,0,0.0,0
6,0.0,320,6,1908,8,27,19,27,0,0,0,31,32,794,52,52,794,320.0,1908.0,0,0,794,1,2560000,15264000,12,0,0,2,0,7240,5792,0,0,0,0,0,0.0,0
6,0.0,3406,56,39946,57,27,27,27,0,0,0,31,32,1352,52,52,1352,3406.0,39946.0,555,6,18877,20,27248000,319568000,82,0,0,6,25,43440,14480,11008,43,0,0,0,0.0,0
6,0.0,3936,18,2456,18,27,27,27,0,0,0,31,32,860,52,52,860,3936.0,2456.0,1808,6,1068,6,31488000,19648000,14,18,2,2,0,14480,14480,4096,16,0,0,0,0.0,0
